EmployeeNumber,DepartmentID,SatisfactionID,Attrition,AttritionFlag,OverTime,OvertimeRisk,YearsAtCompany,TenureCategory,TotalWorkingYears,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear,PerformanceRating,BusinessTravel,JobLevel,JobInvolvement,AttritionRiskScore,RetentionSegment
1263,8,27,No,0,No,Low Risk,1,New Employee,25,0,0,0,6,3,3,Travel_Rarely,5,2,0,Safe
1264,8,16,No,0,No,Low Risk,7,Mid Tenure,9,7,1,7,3,2,3,Travel_Rarely,4,2,0,Safe
1265,2,21,No,0,No,Low Risk,1,New Employee,2,0,0,0,0,5,3,Travel_Rarely,1,4,2,Safe
1267,6,51,No,0,No,Low Risk,22,Long Tenure,26,9,3,10,7,5,3,Travel_Rarely,5,3,0,Safe
1268,1,10,No,0,Yes,High Risk,9,Long Tenure,10,8,0,8,0,3,3,Travel_Rarely,3,4,3,Safe
1269,2,60,No,0,Yes,High Risk,1,New Employee,1,0,0,1,1,2,3,Travel_Rarely,1,4,6,At Risk
1270,2,10,No,0,No,Low Risk,1,New Employee,1,0,0,1,1,2,4,Travel_Rarely,1,3,3,Safe
1273,7,20,Yes,1,Yes,High Risk,1,New Employee,1,0,1,0,1,4,3,Travel_Frequently,1,1,6,At Risk
1275,2,86,No,0,Yes,High Risk,8,Long Tenure,8,5,2,2,1,2,4,Travel_Rarely,1,3,5,At Risk
1277,6,192,Yes,1,Yes,High Risk,24,Long Tenure,26,10,1,11,2,2,3,Travel_Rarely,5,1,6,At Risk
1278,5,103,No,0,Yes,High Risk,33,Long Tenure,34,9,15,0,1,3,3,Non-Travel,4,2,4,At Risk
1279,3,124,Yes,1,No,Low Risk,2,New Employee,2,2,2,2,1,2,4,Travel_Frequently,1,2,3,Safe
1280,6,106,No,0,No,Low Risk,11,Long Tenure,26,4,0,8,2,2,3,Travel_Rarely,5,2,0,Safe
1281,1,73,No,0,Yes,High Risk,3,Mid Tenure,4,2,0,2,0,3,3,Travel_Rarely,2,3,3,Safe
1282,6,113,No,0,Yes,High Risk,29,Long Tenure,31,10,11,10,4,5,4,Travel_Frequently,5,3,4,At Risk
1283,4,46,No,0,No,Low Risk,9,Long Tenure,25,7,5,4,6,6,3,Travel_Rarely,3,3,1,Safe
1285,3,168,No,0,No,Low Risk,11,Long Tenure,15,8,5,10,4,2,3,Travel_Frequently,2,3,1,Safe
1286,3,71,No,0,Yes,High Risk,4,Mid Tenure,5,2,0,2,0,2,3,Travel_Frequently,1,3,5,At Risk
1288,9,149,No,0,No,Low Risk,25,Long Tenure,26,9,14,13,1,4,3,Travel_Rarely,5,4,1,Safe
1289,10,132,No,0,No,Low Risk,10,Long Tenure,14,9,1,8,4,5,3,Travel_Frequently,2,2,0,Safe
1291,2,76,No,0,Yes,High Risk,3,Mid Tenure,4,2,2,2,0,3,3,Travel_Rarely,1,3,5,At Risk
1292,2,58,No,0,Yes,High Risk,1,New Employee,18,0,0,0,6,2,3,Travel_Rarely,2,4,5,At Risk
1293,1,25,No,0,No,Low Risk,21,Long Tenure,23,7,15,17,3,3,3,Travel_Rarely,3,2,1,Safe
1294,4,2,No,0,Yes,High Risk,16,Long Tenure,18,14,5,12,9,2,3,Travel_Rarely,2,3,4,At Risk
1295,5,23,Yes,1,No,Low Risk,10,Long Tenure,10,7,0,5,1,2,3,Travel_Rarely,3,3,0,Safe
1296,3,62,No,0,Yes,High Risk,2,New Employee,2,2,2,2,1,2,3,Travel_Frequently,1,2,3,Safe
1297,3,81,No,0,No,Low Risk,7,Mid Tenure,8,0,7,7,0,6,3,Travel_Frequently,1,2,3,Safe
1298,4,83,No,0,Yes,High Risk,8,Long Tenure,10,4,1,7,7,3,3,Non-Travel,2,3,3,Safe
1299,3,59,Yes,1,Yes,High Risk,7,Mid Tenure,10,7,7,7,3,2,3,Travel_Rarely,1,3,9,Flight Risk
1301,2,87,No,0,No,Low Risk,3,Mid Tenure,5,2,1,2,2,2,3,Travel_Rarely,1,3,2,Safe
1303,2,107,No,0,No,Low Risk,2,New Employee,2,2,2,1,1,3,3,Travel_Rarely,1,3,3,Safe
1304,1,111,No,0,No,Low Risk,10,Long Tenure,10,7,0,8,1,4,3,Travel_Rarely,2,4,0,Safe
1306,9,51,No,0,No,Low Risk,0,New Employee,22,0,0,0,3,4,4,Travel_Frequently,5,3,0,Safe
1307,9,2,No,0,Yes,High Risk,19,Long Tenure,21,9,15,2,6,4,3,Travel_Rarely,4,2,4,At Risk
1308,2,41,No,0,No,Low Risk,2,New Employee,2,2,2,2,1,3,3,Travel_Rarely,1,3,2,Safe
1309,3,26,Yes,1,No,Low Risk,10,Long Tenure,10,4,1,1,1,3,3,Travel_Rarely,2,3,0,Safe
1310,2,33,Yes,1,No,Low Risk,5,Mid Tenure,6,2,0,3,0,2,3,Travel_Rarely,1,3,3,Safe
1311,3,79,No,0,No,Low Risk,9,Long Tenure,10,2,6,7,0,6,3,Travel_Rarely,2,2,4,At Risk
1312,5,26,No,0,No,Low Risk,7,Mid Tenure,10,7,1,7,3,0,3,Travel_Rarely,3,3,0,Safe
1314,10,201,No,0,No,Low Risk,7,Mid Tenure,10,6,5,7,6,3,3,Travel_Rarely,1,3,3,Safe
1315,3,63,No,0,No,Low Risk,9,Long Tenure,10,8,7,5,0,6,3,Non-Travel,2,1,1,Safe
1317,8,121,No,0,Yes,High Risk,3,Mid Tenure,25,2,1,2,4,2,3,Travel_Rarely,4,3,3,Safe
1318,1,106,Yes,1,Yes,High Risk,5,Mid Tenure,9,4,1,0,2,2,3,Travel_Rarely,3,2,3,Safe
1319,1,202,Yes,1,Yes,High Risk,8,Long Tenure,10,7,7,7,9,2,3,Travel_Rarely,3,3,4,At Risk
1321,9,126,No,0,Yes,High Risk,9,Long Tenure,9,1,0,8,1,2,4,Travel_Rarely,3,3,3,Safe
1322,4,96,No,0,No,Low Risk,8,Long Tenure,9,7,1,7,0,6,3,Travel_Rarely,2,3,3,Safe
1324,1,52,No,0,Yes,High Risk,10,Long Tenure,10,8,9,6,1,5,3,Non-Travel,3,3,4,At Risk
1329,1,88,No,0,No,Low Risk,19,Long Tenure,19,2,11,9,1,4,3,Non-Travel,2,1,4,At Risk
1331,7,203,Yes,1,Yes,High Risk,3,Mid Tenure,3,2,2,2,1,2,3,Travel_Frequently,1,3,5,At Risk
1333,3,204,Yes,1,No,Low Risk,3,Mid Tenure,10,2,1,2,4,4,3,Travel_Rarely,1,3,5,At Risk
1334,9,21,No,0,Yes,High Risk,20,Long Tenure,21,8,2,10,0,3,3,Non-Travel,4,3,3,Safe
1336,9,10,No,0,No,Low Risk,19,Long Tenure,23,9,9,11,4,5,3,Travel_Rarely,5,1,1,Safe
1338,11,141,No,0,No,Low Risk,7,Mid Tenure,36,3,7,7,6,4,3,Travel_Rarely,5,3,1,Safe
1340,2,13,No,0,No,Low Risk,4,Mid Tenure,6,2,0,0,9,0,3,Non-Travel,1,3,2,Safe
1344,5,46,No,0,No,Low Risk,9,Long Tenure,10,7,1,6,0,0,3,Travel_Rarely,3,3,0,Safe
1346,2,34,No,0,No,Low Risk,9,Long Tenure,9,8,8,8,1,4,3,Travel_Rarely,2,3,1,Safe
1349,1,73,No,0,No,Low Risk,9,Long Tenure,10,3,1,7,0,2,3,Travel_Frequently,2,3,0,Safe
1350,2,13,No,0,Yes,High Risk,9,Long Tenure,9,6,1,1,1,3,3,Travel_Frequently,2,3,3,Safe
1352,11,53,No,0,Yes,High Risk,33,Long Tenure,33,9,0,10,1,2,3,Travel_Rarely,4,3,3,Safe
1355,1,126,No,0,No,Low Risk,7,Mid Tenure,11,7,1,7,3,3,3,Travel_Rarely,2,3,0,Safe
1356,1,152,No,0,No,Low Risk,10,Long Tenure,10,8,9,6,1,6,3,Travel_Rarely,2,3,1,Safe
1358,3,6,No,0,No,Low Risk,3,Mid Tenure,7,2,1,2,3,6,3,Travel_Rarely,1,3,1,Safe
1360,4,149,Yes,1,Yes,High Risk,10,Long Tenure,31,9,5,9,7,0,3,Travel_Rarely,3,2,4,At Risk
1361,3,51,No,0,No,Low Risk,4,Mid Tenure,7,2,0,3,3,3,4,Travel_Rarely,1,3,2,Safe
1362,1,50,No,0,No,Low Risk,15,Long Tenure,17,7,6,13,2,2,3,Travel_Frequently,2,4,4,At Risk
1363,4,18,No,0,No,Low Risk,10,Long Tenure,11,9,0,8,1,2,3,Travel_Rarely,3,3,0,Safe
1364,7,127,No,0,No,Low Risk,1,New Employee,5,0,0,0,8,4,3,Travel_Rarely,1,4,2,Safe
1367,4,193,No,0,No,Low Risk,5,Mid Tenure,29,2,0,3,3,1,3,Travel_Rarely,4,2,0,Safe
1368,3,27,No,0,No,Low Risk,0,New Employee,0,0,0,0,1,5,3,Non-Travel,1,3,3,Safe
1369,3,62,No,0,No,Low Risk,9,Long Tenure,10,7,0,0,0,0,3,Travel_Rarely,2,2,0,Safe
1371,1,62,No,0,No,Low Risk,6,Mid Tenure,8,2,0,0,3,3,4,Travel_Frequently,2,1,0,Safe
1372,1,36,Yes,1,Yes,High Risk,19,Long Tenure,24,7,3,8,6,2,3,Travel_Rarely,4,4,3,Safe
1373,4,141,No,0,Yes,High Risk,19,Long Tenure,33,16,15,9,4,0,3,Travel_Rarely,4,3,4,At Risk
1374,2,30,No,0,No,Low Risk,5,Mid Tenure,5,4,0,0,1,2,4,Non-Travel,1,2,2,Safe
1375,5,146,No,0,No,Low Risk,12,Long Tenure,15,11,11,8,5,0,4,Travel_Rarely,2,4,1,Safe
1377,3,59,No,0,No,Low Risk,8,Long Tenure,10,7,7,7,4,1,3,Travel_Rarely,2,3,4,At Risk
1379,7,111,Yes,1,No,Low Risk,1,New Employee,3,0,0,0,7,3,3,Travel_Frequently,1,2,2,Safe
1380,1,71,Yes,1,Yes,High Risk,4,Mid Tenure,5,2,3,2,0,0,3,Travel_Frequently,2,3,3,Safe
1382,2,10,No,0,No,Low Risk,4,Mid Tenure,4,2,0,3,1,2,3,Travel_Frequently,1,4,2,Safe
1383,5,74,No,0,No,Low Risk,14,Long Tenure,14,11,4,11,1,2,3,Travel_Rarely,2,3,1,Safe
1387,1,44,No,0,No,Low Risk,5,Mid Tenure,5,3,0,4,1,0,3,Travel_Rarely,2,2,0,Safe
1389,4,29,Yes,1,Yes,High Risk,10,Long Tenure,10,2,6,7,1,3,3,Travel_Rarely,2,3,4,At Risk
1390,1,162,No,0,Yes,High Risk,5,Mid Tenure,8,4,1,4,3,2,3,Travel_Rarely,2,2,3,Safe
1391,1,54,No,0,No,Low Risk,4,Mid Tenure,14,2,3,2,2,5,3,Travel_Frequently,3,3,3,Safe
1392,2,61,No,0,Yes,High Risk,6,Mid Tenure,12,2,3,3,3,4,3,Travel_Frequently,2,3,3,Safe
1394,2,76,No,0,Yes,High Risk,6,Mid Tenure,8,4,1,3,7,2,3,Travel_Rarely,1,3,5,At Risk
1395,1,205,No,0,No,Low Risk,5,Mid Tenure,8,4,1,2,6,2,3,Travel_Frequently,2,3,0,Safe
1396,1,137,No,0,Yes,High Risk,3,Mid Tenure,4,2,1,2,0,3,3,Travel_Rarely,2,3,6,At Risk
1397,5,13,No,0,No,Low Risk,6,Mid Tenure,13,4,0,5,3,2,4,Non-Travel,3,3,0,Safe
1399,1,188,No,0,No,Low Risk,3,Mid Tenure,6,2,1,2,2,3,3,Travel_Rarely,2,4,4,At Risk
1401,4,206,No,0,Yes,High Risk,5,Mid Tenure,24,3,0,2,2,3,3,Travel_Frequently,4,4,3,Safe
1402,2,68,No,0,Yes,High Risk,20,Long Tenure,20,7,1,8,1,3,3,Travel_Rarely,2,2,6,At Risk
1403,1,40,No,0,Yes,High Risk,6,Mid Tenure,6,2,4,4,1,3,3,Travel_Rarely,2,2,4,At Risk
1405,2,10,Yes,1,Yes,High Risk,8,Long Tenure,8,2,7,7,1,2,3,Travel_Rarely,1,3,6,At Risk
1407,2,23,No,0,No,Low Risk,4,Mid Tenure,5,3,1,1,0,2,3,Travel_Rarely,1,2,0,Safe
1408,11,44,No,0,No,Low Risk,20,Long Tenure,21,7,0,9,0,5,3,Travel_Rarely,4,3,0,Safe
1409,3,207,No,0,No,Low Risk,5,Mid Tenure,12,4,0,4,9,2,3,Travel_Rarely,1,3,2,Safe
1411,3,96,No,0,No,Low Risk,3,Mid Tenure,8,2,0,2,4,6,3,Travel_Rarely,1,3,3,Safe
1412,4,34,No,0,No,Low Risk,2,New Employee,10,2,2,2,2,2,3,Travel_Frequently,3,3,0,Safe
1415,3,145,No,0,No,Low Risk,3,Mid Tenure,7,2,0,2,4,2,3,Travel_Rarely,1,3,3,Safe
1417,3,73,No,0,No,Low Risk,7,Mid Tenure,8,7,0,7,0,2,3,Travel_Rarely,1,4,2,Safe
1419,10,108,No,0,No,Low Risk,10,Long Tenure,10,9,0,9,1,3,3,Travel_Rarely,3,2,3,Safe
1420,3,136,Yes,1,No,Low Risk,4,Mid Tenure,20,3,1,3,3,2,4,Travel_Frequently,2,2,3,Safe
1421,5,63,Yes,1,Yes,High Risk,8,Long Tenure,9,7,7,7,0,1,3,Travel_Frequently,3,3,4,At Risk
1422,8,46,No,0,No,Low Risk,20,Long Tenure,29,7,12,7,6,3,3,Travel_Rarely,4,3,1,Safe
1423,8,105,No,0,Yes,High Risk,9,Long Tenure,32,8,1,5,3,3,4,Travel_Rarely,5,3,3,Safe
1424,8,158,No,0,No,Low Risk,7,Mid Tenure,31,7,0,0,2,4,3,Travel_Rarely,4,4,0,Safe
1425,1,5,No,0,Yes,High Risk,5,Mid Tenure,15,4,0,1,3,3,3,Travel_Rarely,2,3,3,Safe
1427,7,146,Yes,1,No,Low Risk,1,New Employee,1,0,0,0,1,3,3,Travel_Frequently,1,1,2,Safe
1428,1,121,No,0,No,Low Risk,3,Mid Tenure,8,2,0,2,7,3,3,Travel_Rarely,2,3,0,Safe
1430,8,177,No,0,No,Low Risk,3,Mid Tenure,9,2,1,0,3,3,3,Travel_Rarely,4,3,3,Safe
1431,2,105,No,0,No,Low Risk,4,Mid Tenure,10,3,1,3,5,2,3,Travel_Frequently,1,3,2,Safe
1433,2,177,Yes,1,No,Low Risk,1,New Employee,1,0,0,0,1,3,3,Travel_Rarely,1,2,5,At Risk
1434,3,208,No,0,No,Low Risk,5,Mid Tenure,6,0,1,4,0,3,3,Travel_Rarely,1,3,5,At Risk
1435,3,138,No,0,No,Low Risk,10,Long Tenure,10,4,1,8,1,2,3,Travel_Rarely,2,2,0,Safe
1436,1,7,No,0,No,Low Risk,3,Mid Tenure,11,2,0,2,4,3,3,Travel_Rarely,2,2,3,Safe
1438,2,138,No,0,No,Low Risk,6,Mid Tenure,17,5,1,2,7,2,3,Travel_Rarely,1,3,2,Safe
1439,7,136,Yes,1,No,Low Risk,3,Mid Tenure,6,2,2,2,3,2,3,Travel_Rarely,1,2,4,At Risk
1440,3,209,No,0,No,Low Risk,6,Mid Tenure,7,5,1,3,0,2,3,Non-Travel,1,4,2,Safe
1441,2,210,No,0,No,Low Risk,3,Mid Tenure,5,2,1,0,2,3,4,Travel_Rarely,1,3,5,At Risk
1443,8,164,No,0,No,Low Risk,20,Long Tenure,26,17,5,6,3,2,3,Travel_Rarely,4,3,4,At Risk
1445,1,4,No,0,Yes,High Risk,5,Mid Tenure,5,4,0,3,1,3,3,Travel_Rarely,2,3,4,At Risk
1446,1,6,No,0,No,Low Risk,4,Mid Tenure,7,3,0,3,4,3,3,Travel_Rarely,2,3,0,Safe
1447,3,113,No,0,No,Low Risk,5,Mid Tenure,7,4,0,2,5,2,3,Travel_Rarely,1,2,2,Safe
1448,2,167,No,0,Yes,High Risk,4,Mid Tenure,7,2,0,3,2,5,3,Travel_Rarely,1,4,8,Flight Risk
1449,3,144,No,0,No,Low Risk,8,Long Tenure,11,7,0,7,3,2,3,Non-Travel,2,3,0,Safe
1453,1,79,No,0,No,Low Risk,13,Long Tenure,13,7,9,9,1,5,3,Travel_Rarely,3,3,4,At Risk
1457,1,211,Yes,1,No,Low Risk,7,Mid Tenure,28,7,4,3,4,1,3,Travel_Rarely,3,3,4,At Risk
1458,3,212,Yes,1,Yes,High Risk,1,New Employee,11,0,0,0,2,2,4,Non-Travel,1,2,6,At Risk
1459,4,88,Yes,1,No,Low Risk,10,Long Tenure,10,8,4,7,1,2,3,Travel_Frequently,3,4,4,At Risk
1460,5,22,No,0,Yes,High Risk,7,Mid Tenure,24,7,0,7,2,2,3,Travel_Rarely,3,1,6,At Risk
1461,10,103,No,0,No,Low Risk,3,Mid Tenure,8,2,0,2,9,3,3,Travel_Rarely,1,4,2,Safe
1464,3,187,Yes,1,Yes,High Risk,2,New Employee,7,2,2,2,6,2,3,Travel_Frequently,1,3,3,Safe
1465,4,158,No,0,Yes,High Risk,3,Mid Tenure,10,1,1,2,4,4,3,Travel_Rarely,3,3,3,Safe
1466,1,33,No,0,No,Low Risk,2,New Employee,15,2,2,2,4,3,3,Travel_Rarely,2,3,3,Safe
1467,10,41,Yes,1,No,Low Risk,2,New Employee,2,2,2,2,1,0,3,Travel_Rarely,1,3,2,Safe
1468,8,106,No,0,No,Low Risk,9,Long Tenure,16,8,4,8,2,5,3,Non-Travel,3,2,1,Safe
1469,1,35,No,0,No,Low Risk,5,Mid Tenure,6,4,1,3,0,4,3,Travel_Rarely,2,3,0,Safe
1471,3,76,No,0,No,Low Risk,5,Mid Tenure,7,2,0,3,3,5,3,Non-Travel,1,2,2,Safe
1472,8,193,No,0,No,Low Risk,9,Long Tenure,35,8,8,8,4,2,3,Travel_Rarely,4,4,1,Safe
1473,5,188,No,0,No,Low Risk,3,Mid Tenure,20,2,1,2,2,0,3,Travel_Rarely,2,3,3,Safe
1474,2,144,No,0,No,Low Risk,3,Mid Tenure,8,1,1,2,2,3,3,Travel_Rarely,1,3,2,Safe
1475,2,100,No,0,No,Low Risk,5,Mid Tenure,6,2,1,3,1,3,3,Travel_Rarely,1,3,2,Safe
1477,1,185,No,0,No,Low Risk,4,Mid Tenure,5,3,0,3,0,2,3,Travel_Frequently,2,3,3,Safe
1478,1,35,No,0,No,Low Risk,13,Long Tenure,15,9,3,12,3,2,3,Travel_Rarely,2,1,0,Safe
1479,1,71,No,0,No,Low Risk,2,New Employee,4,1,2,2,8,2,3,Travel_Rarely,2,3,0,Safe
1480,3,17,No,0,No,Low Risk,12,Long Tenure,12,9,5,8,1,3,3,Travel_Frequently,1,3,1,Safe
1481,1,36,No,0,No,Low Risk,1,New Employee,11,0,0,0,7,4,3,Travel_Frequently,2,3,0,Safe
1482,2,8,No,0,No,Low Risk,1,New Employee,1,0,0,0,1,2,3,Non-Travel,1,3,2,Safe
1483,2,167,No,0,No,Low Risk,12,Long Tenure,13,9,2,8,0,2,4,Travel_Rarely,2,4,3,Safe
1484,5,53,No,0,No,Low Risk,8,Long Tenure,29,7,0,7,3,3,3,Travel_Rarely,3,3,0,Safe
1485,8,24,No,0,No,Low Risk,14,Long Tenure,16,8,6,9,7,3,3,Travel_Frequently,4,3,1,Safe
1486,7,119,Yes,1,No,Low Risk,3,Mid Tenure,5,2,1,2,3,3,3,Travel_Frequently,1,3,2,Safe
1487,1,186,Yes,1,No,Low Risk,5,Mid Tenure,7,3,0,0,5,4,3,Travel_Frequently,2,3,3,Safe
1489,1,177,Yes,1,Yes,High Risk,15,Long Tenure,16,9,10,10,0,2,4,Travel_Rarely,2,2,7,Flight Risk
1492,7,26,No,0,No,Low Risk,1,New Employee,1,0,0,0,1,3,3,Travel_Rarely,1,3,2,Safe
1494,3,43,Yes,1,Yes,High Risk,0,New Employee,4,0,0,0,2,2,3,Travel_Frequently,1,3,9,Flight Risk
1495,7,106,No,0,No,Low Risk,1,New Employee,1,0,0,0,1,2,3,Non-Travel,1,3,3,Safe
1496,4,81,No,0,Yes,High Risk,2,New Employee,16,2,2,2,5,2,3,Travel_Frequently,3,3,3,Safe
1497,1,83,No,0,No,Low Risk,10,Long Tenure,10,7,0,4,1,3,3,Travel_Rarely,2,2,0,Safe
1499,10,118,No,0,No,Low Risk,5,Mid Tenure,6,3,1,3,0,3,4,Travel_Rarely,1,3,2,Safe
1501,5,3,No,0,Yes,High Risk,3,Mid Tenure,4,2,1,2,0,2,3,Travel_Rarely,2,3,3,Safe
1502,3,5,No,0,No,Low Risk,5,Mid Tenure,8,4,0,2,8,5,3,Travel_Rarely,1,2,0,Safe
1503,1,42,No,0,Yes,High Risk,5,Mid Tenure,11,4,1,2,3,4,3,Travel_Rarely,2,3,3,Safe
1504,3,67,Yes,1,No,Low Risk,0,New Employee,8,0,0,0,7,2,3,Travel_Frequently,1,2,2,Safe
1506,2,213,No,0,No,Low Risk,1,New Employee,1,0,0,0,1,2,3,Travel_Rarely,1,2,2,Safe
1507,1,73,No,0,No,Low Risk,4,Mid Tenure,5,2,1,3,0,5,3,Travel_Frequently,2,3,0,Safe
1509,3,33,No,0,No,Low Risk,3,Mid Tenure,10,2,1,2,4,3,4,Travel_Rarely,2,2,3,Safe
1513,3,106,No,0,No,Low Risk,3,Mid Tenure,4,2,0,2,0,3,3,Travel_Frequently,1,3,2,Safe
1514,4,66,No,0,No,Low Risk,8,Long Tenure,8,6,1,7,1,2,3,Travel_Rarely,2,1,0,Safe
1515,5,26,No,0,Yes,High Risk,0,New Employee,14,0,0,0,2,6,3,Travel_Rarely,2,3,3,Safe
1516,9,128,No,0,No,Low Risk,5,Mid Tenure,10,2,0,0,2,5,4,Travel_Rarely,3,3,0,Safe
1520,9,114,No,0,No,Low Risk,14,Long Tenure,26,9,1,12,3,2,4,Travel_Frequently,4,3,0,Safe
1522,2,214,Yes,1,No,Low Risk,9,Long Tenure,11,7,0,7,6,2,3,Travel_Rarely,1,2,5,At Risk
1523,8,201,No,0,No,Low Risk,20,Long Tenure,24,6,14,17,3,1,3,Travel_Rarely,4,3,1,Safe
1525,4,58,No,0,No,Low Risk,2,New Employee,9,0,2,2,4,3,3,Travel_Rarely,3,3,0,Safe
1527,6,132,No,0,No,Low Risk,13,Long Tenure,23,12,5,1,8,2,3,Travel_Rarely,4,3,1,Safe
1529,5,93,No,0,No,Low Risk,11,Long Tenure,11,8,3,3,1,3,3,Travel_Rarely,3,2,0,Safe
1533,3,122,No,0,No,Low Risk,4,Mid Tenure,5,3,1,2,0,2,3,Travel_Rarely,2,3,6,At Risk
1534,3,215,Yes,1,No,Low Risk,5,Mid Tenure,15,4,1,0,3,3,3,Travel_Rarely,1,3,2,Safe
1535,1,10,No,0,Yes,High Risk,10,Long Tenure,10,9,8,6,1,3,3,Travel_Rarely,3,2,4,At Risk
1537,2,199,Yes,1,No,Low Risk,7,Mid Tenure,7,2,7,7,1,2,3,Travel_Frequently,1,3,1,Safe
1539,8,20,No,0,Yes,High Risk,32,Long Tenure,32,6,13,9,1,2,3,Travel_Frequently,4,1,4,At Risk
1541,7,146,No,0,Yes,High Risk,11,Long Tenure,12,10,5,7,0,4,4,Travel_Rarely,1,3,6,At Risk
1542,3,53,No,0,No,Low Risk,1,New Employee,4,0,0,0,4,3,3,Travel_Rarely,1,2,0,Safe
1543,2,79,No,0,No,Low Risk,10,Long Tenure,10,8,3,7,1,2,3,Travel_Rarely,2,3,3,Safe
1544,5,44,No,0,No,Low Risk,7,Mid Tenure,9,7,0,7,3,3,3,Travel_Rarely,2,1,0,Safe
1545,4,103,No,0,No,Low Risk,5,Mid Tenure,5,3,0,2,1,2,3,Travel_Rarely,2,2,0,Safe
1546,2,40,No,0,No,Low Risk,5,Mid Tenure,8,4,0,3,4,3,4,Travel_Rarely,1,3,2,Safe
1547,5,182,No,0,Yes,High Risk,20,Long Tenure,24,8,13,9,2,3,3,Travel_Frequently,3,3,4,At Risk
1548,1,210,No,0,No,Low Risk,8,Long Tenure,9,4,7,1,0,5,3,Travel_Rarely,2,3,4,At Risk
1549,3,146,No,0,Yes,High Risk,15,Long Tenure,15,14,5,7,1,3,3,Travel_Rarely,2,3,4,At Risk
1550,11,20,No,0,Yes,High Risk,21,Long Tenure,21,7,7,7,1,2,4,Travel_Rarely,4,3,4,At Risk
1551,3,19,No,0,No,Low Risk,1,New Employee,2,1,0,0,0,3,3,Travel_Rarely,1,2,6,At Risk
1552,5,18,No,0,Yes,High Risk,2,New Employee,8,2,2,2,3,2,3,Non-Travel,2,3,3,Safe
1553,5,192,No,0,No,Low Risk,10,Long Tenure,10,8,7,7,1,4,3,Travel_Rarely,3,3,4,At Risk
1554,7,59,No,0,No,Low Risk,5,Mid Tenure,6,3,4,2,0,5,4,Travel_Rarely,1,2,6,At Risk
1555,2,141,No,0,No,Low Risk,7,Mid Tenure,12,1,2,5,3,2,3,Travel_Rarely,2,2,0,Safe
1556,7,170,No,0,Yes,High Risk,3,Mid Tenure,7,2,1,2,3,3,4,Travel_Rarely,1,3,5,At Risk
1557,1,83,No,0,No,Low Risk,8,Long Tenure,18,7,7,7,8,2,3,Travel_Rarely,2,3,1,Safe
1558,2,191,No,0,No,Low Risk,1,New Employee,5,0,0,0,6,2,3,Travel_Rarely,1,4,2,Safe
1560,1,150,No,0,No,Low Risk,2,New Employee,8,2,2,2,2,6,3,Travel_Rarely,2,3,3,Safe
1562,1,126,Yes,1,No,Low Risk,10,Long Tenure,10,8,6,7,1,4,3,Travel_Rarely,2,2,1,Safe
1563,10,83,No,0,No,Low Risk,6,Mid Tenure,10,3,1,2,3,2,3,Travel_Frequently,2,3,0,Safe
1564,3,121,No,0,No,Low Risk,3,Mid Tenure,3,0,1,2,1,3,3,Travel_Rarely,1,2,2,Safe
1568,1,53,No,0,No,Low Risk,4,Mid Tenure,9,2,1,3,3,3,3,Travel_Rarely,3,3,0,Safe
1569,3,135,Yes,1,Yes,High Risk,1,New Employee,1,0,0,0,1,2,3,Travel_Rarely,1,3,8,Flight Risk
1572,4,127,Yes,1,No,Low Risk,33,Long Tenure,34,7,1,9,0,4,3,Travel_Rarely,3,2,0,Safe
1573,4,88,Yes,1,No,Low Risk,5,Mid Tenure,7,2,1,4,4,2,3,Travel_Rarely,2,3,3,Safe
1574,2,87,No,0,No,Low Risk,6,Mid Tenure,9,5,1,2,4,3,3,Non-Travel,2,3,0,Safe
1576,2,149,No,0,No,Low Risk,8,Long Tenure,10,2,7,6,8,3,3,Travel_Rarely,1,3,3,Safe
1577,2,176,No,0,No,Low Risk,1,New Employee,1,0,0,0,1,4,3,Travel_Rarely,1,3,2,Safe
1578,6,34,No,0,No,Low Risk,36,Long Tenure,36,6,2,13,1,3,4,Travel_Rarely,5,2,0,Safe
1580,2,134,No,0,No,Low Risk,2,New Employee,9,2,2,1,9,3,3,Travel_Rarely,2,3,0,Safe
1581,2,79,No,0,No,Low Risk,1,New Employee,1,0,0,0,1,5,4,Travel_Rarely,1,3,5,At Risk
1582,1,2,No,0,No,Low Risk,9,Long Tenure,10,8,7,7,0,3,3,Travel_Rarely,2,3,1,Safe
1583,1,198,No,0,No,Low Risk,3,Mid Tenure,8,2,1,2,2,5,3,Travel_Rarely,2,3,3,Safe
1585,1,59,No,0,No,Low Risk,1,New Employee,15,0,0,0,6,5,3,Travel_Rarely,2,3,3,Safe
1586,3,126,No,0,Yes,High Risk,10,Long Tenure,10,9,1,5,1,3,3,Travel_Rarely,1,3,3,Safe
1587,5,30,No,0,Yes,High Risk,5,Mid Tenure,10,2,0,4,3,4,3,Travel_Rarely,2,3,3,Safe
1588,1,26,No,0,No,Low Risk,7,Mid Tenure,11,6,7,6,2,3,3,Travel_Rarely,3,4,1,Safe
1590,5,162,No,0,No,Low Risk,6,Mid Tenure,6,4,1,3,1,0,3,Travel_Frequently,2,3,0,Safe
1591,6,83,No,0,Yes,High Risk,1,New Employee,27,0,0,0,4,2,3,Travel_Rarely,5,3,3,Safe
